Date,Open,High,Low,Close,Adj Close,Volume
9/1/2019,9630.592773,10898.76172,7830.758789,8293.868164,8293.868164,4.81E+11
10/1/2019,8299.720703,10021.74414,7446.98877,9199.584961,9199.584961,5.95E+11
11/1/2019,9193.992188,9505.051758,6617.166992,7569.629883,7569.629883,6.77E+11
12/1/2019,7571.616211,7743.431641,6540.049316,7193.599121,7193.599121,6.34E+11
1/1/2020,7194.89209,9553.125977,6914.996094,9350.529297,9350.529297,8.53E+11
2/1/2020,9346.357422,10457.62695,8492.932617,8599.508789,8599.508789,1.16E+12
3/1/2020,8599.758789,9167.695313,4106.980957,6438.644531,6438.644531,1.29E+12
4/1/2020,6437.319336,9440.650391,6202.373535,8658.553711,8658.553711,1.12E+12
5/1/2020,8672.782227,9996.743164,8374.323242,9461.058594,9461.058594,1.29E+12
6/1/2020,9463.605469,10199.56543,8975.525391,9137.993164,9137.993164,6.51E+11
7/1/2020,9145.985352,11415.86426,8977.015625,11323.4668,11323.4668,5.46E+11
8/1/2020,11322.57031,12359.05664,11012.41504,11680.82031,11680.82031,7.08E+11
9/1/2020,11679.31641,12067.08106,9916.493164,10787.61816,10787.61816,8.94E+11
10/1/2020,10785.01074,14028.21387,10440.31152,13780.99512,13780.99512,7.48E+11
11/1/2020,13780.99512,19749.26367,13243.16016,19625.83594,19625.83594,1.09E+12
12/1/2020,19633.76953,29244.87695,17619.5332,29001.7207,29001.7207,1.21E+12
1/1/2021,28994.00977,41946.73828,28722.75586,33114.35938,33114.35938,2.16E+12
2/1/2021,33114.57813,58330.57031,32384.22852,45137.76953,45137.76953,2.27E+12
3/1/2021,45159.50391,61683.86328,45115.09375,58918.83203,58918.83203,1.68E+12
4/1/2021,58926.5625,64863.09766,47159.48438,57750.17578,57750.17578,1.84E+12
5/1/2021,57714.66406,59519.35547,30681.49609,37332.85547,37332.85547,1.98E+12
6/1/2021,37293.79297,41295.26953,28893.62109,35040.83594,35040.83594,1.19E+12
7/1/2021,35035.98438,42235.54688,29360.95508,41626.19531,41626.19531,8.19E+11
8/1/2021,41460.84375,50482.07813,37458.00391,47166.6875,47166.6875,1.01E+12
9/1/2021,47099.77344,52853.76563,39787.60938,43790.89453,43790.89453,1.10E+12
10/1/2021,43816.74219,66930.39063,43320.02344,61318.95703,61318.95703,1.15E+12
11/1/2021,61320.44922,68789.625,53569.76563,53569.76563,53569.76563,9.26E+11
11/28/2021,54612.51172,54833.35547,53876.20703,54333.26563,54333.26563,26341709824
